Employee_ID,Employe_Name,Gender,Age,Date_of_Birth,Branch ,Department,Job_Role,Salary_Level,Work_Location,Joining_Date,Leaving_Date,Tenure_at_Company,Promotion_Attained,Still_Employed,Reason_for_Leaving,Satisfaction_Level,Engagement_Score,Performance_Rating,Average_Monthly_Work_Hours,Absenteeism_Days,Burnout_Risk,Yearly_Satisfaction_Feedback,Yearly_Engagement,Yearly_Work_Hours,Engagement_vs_Company,Absenteeism_vs_Company,Performance_vs_Company,Engagement_Change,Total_Training_Hours,Attended_Training_Hours,Absenteeism_Training_Hours,Attrition_Status
205,Ana Sanford,Female,38,3/13/1987,United_Kingdom,Technical,Engineer,Medium,Remote,2/28/2001,,23,Yes,Yes, ,0.69,0.44,5,216,9,Medium,2,2,2592,-0.05354,-6.168,2.042,1.56,55,31,5,No
78,Ronald Kuphal,Male,45,2/12/1979,Singapore,Finance,Analyst,Medium,On Site,4/12/2001,,23,No,Yes, ,0.97,0.87,1,213,23,Medium,3,1,2556,0.37646,7.832,-1.958,0.13,35,27,0,No
227,Keith Borer,Male,37,8/20/1987,India,Finance,Manager,High,On Site,5/14/2001,,23,No,Yes, ,0.36,0.33,5,226,16,Medium,5,1,2712,-0.16354,0.832,2.042,0.67,50,19,6,No
352,Denise Hilpert,Female,31,6/22/1994,South_Africa,Sales,Executive,High,Remote,6/1/2001,,23,No,Yes, ,0.55,0.98,1,201,25,Medium,4,1,2412,0.48646,9.832,-1.958,0.02,35,28,2,No
476,Dr. Randall Boyle,Male,45,4/2/1980,South_Africa,Technical,Analyst,Medium,Remote,6/10/2001,,23,No,Yes, ,0.89,0.58,5,222,23,Medium,5,2,2664,0.08646,7.832,2.042,1.42,45,41,1,No
473,Alex Mraz,Female,34,7/14/1990,United_Kingdom,Technical,Engineer,Medium,Remote,7/7/2001,,23,No,Yes, ,0.25,0.65,5,141,24,Low,4,2,1692,0.15646,8.832,2.042,1.35,55,39,0,No
12,Debbie Balistreri,Female,34,12/1/1991,South_Africa,Finance,Analyst,Medium,Remote,7/17/2001,,23,Yes,Yes, ,0.56,0.7,5,148,3,Low,5,3,1776,0.20646,-12.168,2.042,2.3,50,8,6,No
400,Sherry Hane,Female,42,1/3/1983,South_Africa,Technical,Engineer,Medium,Work From Home,7/24/2001,,23,Yes,Yes, ,0.7,0.65,2,202,0,Medium,4,1,2424,0.15646,-15.168,-0.958,0.35,30,24,0,No
159,Daryl Considine,Female,33,8/7/1992,India,Sales,Executive,High,On Site,7/29/2001,,23,No,Yes, ,0.36,0.38,3,168,16,Low,4,4,2016,-0.11354,0.832,0.042,3.62,60,8,4,No
244,Danny Lind PhD,Female,22,6/29/2003,South_Africa,Management,Analyst,Medium,Remote,9/4/2001,,23,No,Yes, ,0.73,0.82,5,123,29,Low,3,1,1476,0.32646,13.832,2.042,0.18,55,36,5,No
409,Byron Konopelski,Male,31,5/31/1994,United_Kingdom,Support,Engineer,Medium,Remote,9/28/2001,,23,Yes,Yes, ,0.3,0.98,2,205,3,Medium,2,2,2460,0.48646,-12.168,-0.958,1.02,55,11,7,No
181,Kerry Dicki,Male,36,1/31/1989,United_Kingdom,Finance,Clerk,Low,Work From Home,10/11/2001,,23,Yes,Yes, ,0.26,0.63,1,121,2,Low,5,2,1452,0.13646,-13.168,-1.958,1.37,55,18,1,No
226,Lois Cremin,Male,54,12/29/1970,Singapore,Management,Engineer,Medium,On Site,10/21/2001,,23,No,Yes, ,0.79,0.12,4,194,6,Low,1,2,2328,-0.37354,-9.168,1.042,1.88,30,14,6,No
142,Whitney Effertz,Female,28,7/24/1996,Singapore,Finance,Clerk,Low,Remote,11/23/2001,,23,Yes,Yes, ,0.91,0.97,4,165,14,Low,1,1,1980,0.47646,-1.168,1.042,0.03,60,25,6,No
15,Kirk Schuster,Male,34,11/19/1990,India,Finance,Engineer,Medium,Remote,12/10/2001,,23,No,Yes, ,0.51,0.42,5,170,9,Low,4,3,2040,-0.07354,-6.168,2.042,2.58,45,34,6,No
460,Dr. Blanca Rosenbaum,Female,34,10/29/1990,South_Africa,Support,Engineer,Medium,Remote,1/17/2000,,24,No,Yes, ,0.22,0.32,4,127,4,Low,2,4,1524,-0.17354,-11.168,1.042,3.68,50,47,6,No
214,Mack Greenholt,Female,53,5/12/1971,Singapore,IT,Analyst,Medium,Remote,2/8/2000,,24,No,Yes, ,0.85,0.92,2,245,7,High,4,3,2940,0.42646,-8.168,-0.958,2.08,60,13,0,No
366,Clifford Greenholt,Male,36,9/4/1989,Singapore,Technical,Clerk,Low,Work From Home,3/3/2000,,24,No,Yes, ,0.29,0.44,1,123,21,Low,5,3,1476,-0.05354,5.832,-1.958,2.56,60,23,2,No
43,Ginger Schaefer,Male,31,10/4/1994,India,Finance,Analyst,Medium,On Site,4/24/2000,,24,No,Yes, ,0.28,0.12,5,233,12,Medium,3,5,2796,-0.37354,-3.168,2.042,4.88,45,20,5,No
35,Marguerite Keeling,Male,51,2/17/1974,India,IT,Manager,High,Remote,4/29/2000,,24,No,Yes, ,0.27,0.44,2,236,29,Medium,1,4,2832,-0.05354,13.832,-0.958,3.56,50,29,4,No
162,Carole Trantow MD,Female,45,4/11/1979,Singapore,Technical,Clerk,Low,On Site,5/5/2000,,24,No,Yes, ,0.95,0.64,1,158,30,Low,3,2,1896,0.14646,14.832,-1.958,1.36,50,37,5,No
66,Eugene McKenzie,Male,38,2/28/1987,Singapore,IT,Engineer,Medium,Remote,5/17/2000,,24,Yes,Yes, ,0.93,0.49,4,203,23,Medium,5,2,2436,-0.00354,7.832,1.042,1.51,35,31,6,No
331,Wesley Stehr,Male,22,10/5/2003,India,Management,Clerk,Low,Work From Home,6/2/2000,,24,Yes,Yes, ,0.92,0.1,2,178,10,Low,1,1,2136,-0.39354,-5.168,-0.958,0.9,50,17,3,No
486,Joe Leannon,Male,40,3/31/1985,Singapore,Management,Executive,High,On Site,6/19/2000,,24,No,Yes, ,0.19,0.03,4,171,14,Low,5,5,2052,-0.46354,-1.168,1.042,4.97,30,18,1,No
300,Lionel Adams,Male,40,1/9/1984,South_Africa,Management,Manager,High,Remote,7/1/2000,,24,Yes,Yes, ,0.5,0.45,2,173,19,Low,4,2,2076,-0.04354,3.832,-0.958,1.55,45,27,7,No
414,Valerie Harvey,Male,37,9/19/1987,Singapore,Sales,Engineer,Medium,Work From Home,7/5/2000,,24,No,Yes, ,0.76,0.13,5,228,16,Medium,1,5,2736,-0.36354,0.832,2.042,4.87,55,25,6,No
339,Gwen Oberbrunner,Female,46,3/23/1979,India,Support,Analyst,Medium,On Site,7/24/2000,,24,No,Yes, ,0.13,0.34,4,158,15,Low,5,5,1896,-0.15354,-0.168,1.042,4.66,60,58,6,No
26,Mr. Dominick Gibson,Male,29,9/29/1995,Singapore,IT,Manager,High,Remote,8/13/2000,,24,Yes,Yes, ,0.35,0.65,1,180,15,Low,3,4,2160,0.15646,-0.168,-1.958,3.35,55,5,6,No
306,Ruby Jones,Male,44,11/12/1980,Singapore,Management,Engineer,Medium,On Site,8/22/2000,,24,Yes,Yes, ,0.67,0.97,4,130,16,Low,4,1,1560,0.47646,0.832,1.042,0.03,60,33,7,No
335,Mrs. Robyn Jerde,Male,48,8/23/1976,India,IT,Clerk,Low,On Site,9/27/2000,,24,No,Yes, ,0.88,0.46,3,159,30,Low,5,4,1908,-0.03354,14.832,0.042,3.54,50,1,0,No
189,Mamie Blanda,Female,22,8/3/2003,United_Kingdom,IT,Manager,High,Work From Home,10/12/2000,,24,No,Yes, ,0.52,0.62,2,151,0,Low,5,4,1812,0.12646,-15.168,-0.958,3.38,55,46,4,No
429,Jenny Barrows,Male,57,5/18/1968,United_Kingdom,Sales,Analyst,Medium,Work From Home,11/3/2000,,24,Yes,Yes, ,0.68,0.54,4,202,25,Medium,4,3,2424,0.04646,9.832,1.042,2.46,50,44,1,No
114,Ralph Moen III,Female,33,8/26/1991,Singapore,Sales,Engineer,Medium,Remote,12/4/2000,,24,Yes,Yes, ,0.73,0.81,5,237,15,Medium,1,2,2844,0.31646,-0.168,2.042,1.19,60,27,7,No
266,Constance Leffler,Male,41,7/24/1983,Singapore,IT,Manager,High,Remote,12/6/2000,,24,Yes,Yes, ,0.44,0.22,2,226,21,Medium,1,1,2712,-0.27354,5.832,-0.958,0.78,30,3,3,No
338,Mrs. Dawn Bogisich-Ernser,Female,41,8/7/1984,Singapore,Management,Manager,High,Work From Home,12/7/2000,,24,Yes,Yes, ,0.73,0.97,3,206,25,Medium,2,5,2472,0.47646,9.832,0.042,4.03,35,4,5,No
324,Forrest Schroeder,Male,47,8/15/1977,South_Africa,Management,Engineer,Medium,Remote,12/22/2000,,24,Yes,Yes, ,0.44,0.59,2,253,3,High,4,3,3036,0.09646,-12.168,-0.958,2.41,50,38,1,No
72,Noel Dooley DDS,Female,44,4/25/1981,South_Africa,Technical,Engineer,Medium,On Site,12/30/2000,,24,No,Yes, ,0.06,0.15,3,126,2,Low,3,4,1512,-0.34354,-13.168,0.042,3.85,30,16,2,No
104,Brett Powlowski,Female,58,2/11/1966,South_Africa,IT,Engineer,Medium,On Site,9/9/2013,4/11/2013,#NUM!,No,No,Burn Out,0.44,0.29,4,205,11,Medium,1,2,2460,-0.20354,-4.168,1.042,1.71,45,16,6,Yes
